,Date,Address,Block,Street,Latitude,Longitude,WnvPresent,DewPoint,WetBulb,PrecipTotal,SeaLevel,Tmax,StnPressure
17869,2013-07-19,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,41.822536,-87.666343,0,69,75,  T,29.82,97,29.17
17870,2013-07-19,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",64, S STONY ISLAND AVE,41.778748,-87.586427,0,70,75,0.58,29.83,96,29.10
17871,2013-07-19,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",64, S STONY ISLAND AVE,41.778748,-87.586427,0,69,75,  T,29.82,97,29.17
17872,2013-07-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,0,70,75,0.58,29.83,96,29.10
17873,2013-07-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,0,69,75,  T,29.82,97,29.17
17874,2013-07-19,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,41.754676,-87.612922,0,70,75,0.58,29.83,96,29.10
17875,2013-07-19,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,41.754676,-87.612922,0,69,75,  T,29.82,97,29.17
17878,2013-07-19,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,41.803423,-87.642984,0,70,75,0.58,29.83,96,29.10
17879,2013-07-19,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,41.803423,-87.642984,0,69,75,  T,29.82,97,29.17
17882,2013-07-19,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,0,70,75,0.58,29.83,96,29.10
17883,2013-07-19,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,0,69,75,  T,29.82,97,29.17
17888,2013-07-19,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",52, S KOLMAR,41.798697,-87.736812,0,70,75,0.58,29.83,96,29.10
17889,2013-07-19,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",52, S KOLMAR,41.798697,-87.736812,0,69,75,  T,29.82,97,29.17
17892,2013-07-19,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,41.82561,-87.726549,0,70,75,0.58,29.83,96,29.10
17893,2013-07-19,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,41.82561,-87.726549,0,69,75,  T,29.82,97,29.17
17896,2013-07-19,"South Doty Avenue, Chicago, IL, USA",12, S DOTY AVE,41.673408,-87.599862,0,70,75,0.58,29.83,96,29.10
17897,2013-07-19,"South Doty Avenue, Chicago, IL, USA",12, S DOTY AVE,41.673408,-87.599862,0,69,75,  T,29.82,97,29.17
17902,2013-07-19,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,70,75,0.58,29.83,96,29.10
17903,2013-07-19,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,69,75,  T,29.82,97,29.17
17906,2013-07-19,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,0,70,75,0.58,29.83,96,29.10
17907,2013-07-19,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,0,69,75,  T,29.82,97,29.17
17910,2013-07-19,"3700 118th Street, Chicago, IL 60617, USA",37, E 118TH ST,41.680946,-87.535198,0,70,75,0.58,29.83,96,29.10
17911,2013-07-19,"3700 118th Street, Chicago, IL 60617, USA",37, E 118TH ST,41.680946,-87.535198,0,69,75,  T,29.82,97,29.17
17916,2013-07-19,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,0,70,75,0.58,29.83,96,29.10
17917,2013-07-19,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,0,69,75,  T,29.82,97,29.17
17918,2013-07-19,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,1,70,75,0.58,29.83,96,29.10
17919,2013-07-19,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,1,69,75,  T,29.82,97,29.17
17920,2013-07-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",89, S MUSKEGON AVE,41.733643,-87.55551,0,70,75,0.58,29.83,96,29.10
17921,2013-07-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",89, S MUSKEGON AVE,41.733643,-87.55551,0,69,75,  T,29.82,97,29.17
17924,2013-07-19,"South Cottage Grove Avenue, Chicago, IL, USA",10, S COTTAGE GROVE,41.750498,-87.605294,0,70,75,0.58,29.83,96,29.10
17925,2013-07-19,"South Cottage Grove Avenue, Chicago, IL, USA",10, S COTTAGE GROVE,41.750498,-87.605294,0,69,75,  T,29.82,97,29.17
17928,2013-07-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",58, N PULASKI RD,41.984809,-87.728492,0,70,75,0.58,29.83,96,29.10
17929,2013-07-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",58, N PULASKI RD,41.984809,-87.728492,0,69,75,  T,29.82,97,29.17
17934,2013-07-19,"4000 East 130th Street, Chicago, IL 60633, USA",40, E 130TH ST,41.659112,-87.538693,0,70,75,0.58,29.83,96,29.10
17935,2013-07-19,"4000 East 130th Street, Chicago, IL 60633, USA",40, E 130TH ST,41.659112,-87.538693,0,69,75,  T,29.82,97,29.17
17950,2013-07-19,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,41.992478,-87.862995,0,70,75,0.58,29.83,96,29.10
17951,2013-07-19,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,41.992478,-87.862995,0,69,75,  T,29.82,97,29.17
17952,2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",10, W OHARE AIRPORT,41.974689,-87.890615,0,70,75,0.58,29.83,96,29.10
17953,2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",10, W OHARE AIRPORT,41.974689,-87.890615,0,69,75,  T,29.82,97,29.17
17954,2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",10, W OHARE AIRPORT,41.974689,-87.890615,1,70,75,0.58,29.83,96,29.10
17955,2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",10, W OHARE AIRPORT,41.974689,-87.890615,1,69,75,  T,29.82,97,29.17
17984,2013-07-19,"Ohare Court, Bensenville, IL 60106, USA",10, W OHARE,41.957799,-87.930995,0,70,75,0.58,29.83,96,29.10
17985,2013-07-19,"Ohare Court, Bensenville, IL 60106, USA",10, W OHARE,41.957799,-87.930995,0,69,75,  T,29.82,97,29.17
17986,2013-07-19,"4800 West Montana Street, Chicago, IL 60639, USA",48, W MONTANA ST,41.925198,-87.746381,0,70,75,0.58,29.83,96,29.10
17987,2013-07-19,"4800 West Montana Street, Chicago, IL 60639, USA",48, W MONTANA ST,41.925198,-87.746381,0,69,75,  T,29.82,97,29.17
17988,2013-07-19,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",51, N MONT CLARE AVE,41.973845,-87.805059,0,70,75,0.58,29.83,96,29.10
17989,2013-07-19,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",51, N MONT CLARE AVE,41.973845,-87.805059,0,69,75,  T,29.82,97,29.17
17992,2013-07-19,"8200 South Kostner Avenue, Chicago, IL 60652, USA",82, S KOSTNER AVE,41.743402,-87.731435,0,70,75,0.58,29.83,96,29.10
17993,2013-07-19,"8200 South Kostner Avenue, Chicago, IL 60652, USA",82, S KOSTNER AVE,41.743402,-87.731435,0,69,75,  T,29.82,97,29.17
17996,2013-07-19,"8200 South Kostner Avenue, Chicago, IL 60652, USA",82, S KOSTNER AVE,41.743402,-87.731435,1,70,75,0.58,29.83,96,29.10
17997,2013-07-19,"8200 South Kostner Avenue, Chicago, IL 60652, USA",82, S KOSTNER AVE,41.743402,-87.731435,1,69,75,  T,29.82,97,29.17
18002,2013-07-19,"East 91st Place, Chicago, IL, USA",65, E 91ST PL,41.728495,-87.600963,0,70,75,0.58,29.83,96,29.10
18003,2013-07-19,"East 91st Place, Chicago, IL, USA",65, E 91ST PL,41.728495,-87.600963,0,69,75,  T,29.82,97,29.17
18008,2013-07-19,"1700 West Addison Street, Chicago, IL 60613, USA",17, W ADDISON ST,41.947227,-87.671457,0,70,75,0.58,29.83,96,29.10
18009,2013-07-19,"1700 West Addison Street, Chicago, IL 60613, USA",17, W ADDISON ST,41.947227,-87.671457,0,69,75,  T,29.82,97,29.17
18012,2013-07-19,"West Garfield Boulevard, Chicago, IL, USA",90, W GARFIELD BLVD,41.793818,-87.654234,0,70,75,0.58,29.83,96,29.10
18013,2013-07-19,"West Garfield Boulevard, Chicago, IL, USA",90, W GARFIELD BLVD,41.793818,-87.654234,0,69,75,  T,29.82,97,29.17
18018,2013-07-19,"West Garfield Boulevard, Chicago, IL, USA",90, W GARFIELD BLVD,41.793818,-87.654234,1,70,75,0.58,29.83,96,29.10
18019,2013-07-19,"West Garfield Boulevard, Chicago, IL, USA",90, W GARFIELD BLVD,41.793818,-87.654234,1,69,75,  T,29.82,97,29.17
18022,2013-07-19,"1300 North Laramie Avenue, Chicago, IL 60651, USA",13, N LARAMIE AVE,41.904194,-87.756155,0,70,75,0.58,29.83,96,29.10
18023,2013-07-19,"1300 North Laramie Avenue, Chicago, IL 60651, USA",13, N LARAMIE AVE,41.904194,-87.756155,0,69,75,  T,29.82,97,29.17
18024,2013-07-19,"1300 North Laramie Avenue, Chicago, IL 60651, USA",13, N LARAMIE AVE,41.904194,-87.756155,1,70,75,0.58,29.83,96,29.10
18025,2013-07-19,"1300 North Laramie Avenue, Chicago, IL 60651, USA",13, N LARAMIE AVE,41.904194,-87.756155,1,69,75,  T,29.82,97,29.17
18026,2013-07-19,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,0,70,75,0.58,29.83,96,29.10
18027,2013-07-19,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,0,69,75,  T,29.82,97,29.17
18028,2013-07-19,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,1,70,75,0.58,29.83,96,29.10
18029,2013-07-19,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,1,69,75,  T,29.82,97,29.17
18034,2013-07-19,"5100 West 72nd Street, Chicago, IL 60638, USA",51, W 72ND ST,41.763733,-87.742302,0,70,75,0.58,29.83,96,29.10
18035,2013-07-19,"5100 West 72nd Street, Chicago, IL 60638, USA",51, W 72ND ST,41.763733,-87.742302,0,69,75,  T,29.82,97,29.17
18036,2013-07-19,"5800 North Ridge Avenue, Chicago, IL 60660, USA",58, N RIDGE AVE,41.98728,-87.666066,0,70,75,0.58,29.83,96,29.10
18037,2013-07-19,"5800 North Ridge Avenue, Chicago, IL 60660, USA",58, N RIDGE AVE,41.98728,-87.666066,0,69,75,  T,29.82,97,29.17
18040,2013-07-19,"1700 North Ashland Avenue, Chicago, IL 60622, USA",17, N ASHLAND AVE,41.912563,-87.668055,0,70,75,0.58,29.83,96,29.10
18041,2013-07-19,"1700 North Ashland Avenue, Chicago, IL 60622, USA",17, N ASHLAND AVE,41.912563,-87.668055,0,69,75,  T,29.82,97,29.17
18046,2013-07-19,"7100 North Harlem Avenue, Chicago, IL 60631, USA",71, N HARLEM AVE,42.009876,-87.807277,0,70,75,0.58,29.83,96,29.10
18047,2013-07-19,"7100 North Harlem Avenue, Chicago, IL 60631, USA",71, N HARLEM AVE,42.009876,-87.807277,0,69,75,  T,29.82,97,29.17
18050,2013-07-19,"4200 West 65th Street, Chicago, IL 60621, USA",42, W 65TH ST,41.776428,-87.627096,0,70,75,0.58,29.83,96,29.10
18051,2013-07-19,"4200 West 65th Street, Chicago, IL 60621, USA",42, W 65TH ST,41.776428,-87.627096,0,69,75,  T,29.82,97,29.17
18060,2013-07-19,"6200 North Mcclellan Avenue, Chicago, IL 60646, USA",62, N MCCLELLAN AVE,41.994679,-87.770899,0,70,75,0.58,29.83,96,29.10
18061,2013-07-19,"6200 North Mcclellan Avenue, Chicago, IL 60646, USA",62, N MCCLELLAN AVE,41.994679,-87.770899,0,69,75,  T,29.82,97,29.17
18062,2013-07-19,"9600 South Longwood Drive, Chicago, IL 60643, USA",96, S LONGWOOD DR,41.71914,-87.669539,0,70,75,0.58,29.83,96,29.10
18063,2013-07-19,"9600 South Longwood Drive, Chicago, IL 60643, USA",96, S LONGWOOD DR,41.71914,-87.669539,0,69,75,  T,29.82,97,29.17
18066,2013-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,0,54,61,0.00,30.05,81,29.33
18067,2013-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,0,52,60,0.00,30.05,81,29.39
18072,2013-07-25,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,0,54,61,0.00,30.05,81,29.33
18073,2013-07-25,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,0,52,60,0.00,30.05,81,29.39
18076,2013-07-25,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,0,54,61,0.00,30.05,81,29.33
18077,2013-07-25,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,0,52,60,0.00,30.05,81,29.39
18080,2013-07-25,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,0,54,61,0.00,30.05,81,29.33
18081,2013-07-25,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,0,52,60,0.00,30.05,81,29.39
18084,2013-07-25,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,0,54,61,0.00,30.05,81,29.33
18085,2013-07-25,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,0,52,60,0.00,30.05,81,29.39
18088,2013-07-25,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,1,54,61,0.00,30.05,81,29.33
18089,2013-07-25,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,1,52,60,0.00,30.05,81,29.39
18090,2013-07-25,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,0,54,61,0.00,30.05,81,29.33
18091,2013-07-25,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,0,52,60,0.00,30.05,81,29.39
18094,2013-07-25,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,0,54,61,0.00,30.05,81,29.33
18095,2013-07-25,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,0,52,60,0.00,30.05,81,29.39
18098,2013-07-25,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,0,54,61,0.00,30.05,81,29.33
18099,2013-07-25,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,0,52,60,0.00,30.05,81,29.39
18102,2013-07-25,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,0,54,61,0.00,30.05,81,29.33
18103,2013-07-25,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,0,52,60,0.00,30.05,81,29.39
18106,2013-07-25,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,41.801498,-87.763416,0,54,61,0.00,30.05,81,29.33
18107,2013-07-25,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,41.801498,-87.763416,0,52,60,0.00,30.05,81,29.39
18110,2013-07-25,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,0,54,61,0.00,30.05,81,29.33
18111,2013-07-25,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,0,52,60,0.00,30.05,81,29.39
18114,2013-07-25,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,0,54,61,0.00,30.05,81,29.33
18115,2013-07-25,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,0,52,60,0.00,30.05,81,29.39
18118,2013-07-25,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,0,54,61,0.00,30.05,81,29.33
18119,2013-07-25,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,0,52,60,0.00,30.05,81,29.39
18122,2013-07-25,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,0,54,61,0.00,30.05,81,29.33
18123,2013-07-25,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,0,52,60,0.00,30.05,81,29.39
18126,2013-07-25,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,0,54,61,0.00,30.05,81,29.33
18127,2013-07-25,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,0,52,60,0.00,30.05,81,29.39
18128,2013-07-25,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,0,54,61,0.00,30.05,81,29.33
18129,2013-07-25,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,0,52,60,0.00,30.05,81,29.39
18132,2013-07-25,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,0,54,61,0.00,30.05,81,29.33
18133,2013-07-25,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,0,52,60,0.00,30.05,81,29.39
18136,2013-07-25,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,0,54,61,0.00,30.05,81,29.33
18137,2013-07-25,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,0,52,60,0.00,30.05,81,29.39
18138,2013-07-25,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,0,54,61,0.00,30.05,81,29.33
18139,2013-07-25,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,0,52,60,0.00,30.05,81,29.39
18142,2013-07-25,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,0,54,61,0.00,30.05,81,29.33
18143,2013-07-25,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,0,52,60,0.00,30.05,81,29.39
18146,2013-07-25,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,0,54,61,0.00,30.05,81,29.33
18147,2013-07-25,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,0,52,60,0.00,30.05,81,29.39
18148,2013-07-25,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,0,54,61,0.00,30.05,81,29.33
18149,2013-07-25,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,0,52,60,0.00,30.05,81,29.39
18154,2013-07-25,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,0,54,61,0.00,30.05,81,29.33
18155,2013-07-25,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,0,52,60,0.00,30.05,81,29.39
18160,2013-07-25,"3000 West 18th Street, Chicago, IL 60608, USA",30, W 18TH ST,41.857402,-87.694991,0,54,61,0.00,30.05,81,29.33
18161,2013-07-25,"3000 West 18th Street, Chicago, IL 60608, USA",30, W 18TH ST,41.857402,-87.694991,0,52,60,0.00,30.05,81,29.39
18164,2013-07-25,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,41.868142,-87.696269,0,54,61,0.00,30.05,81,29.33
18165,2013-07-25,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,41.868142,-87.696269,0,52,60,0.00,30.05,81,29.39
18166,2013-07-25,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,41.923738,-87.785288,0,54,61,0.00,30.05,81,29.33
18167,2013-07-25,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,41.923738,-87.785288,0,52,60,0.00,30.05,81,29.39
18168,2013-07-25,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",12, W GREENLEAF AVE,42.010412,-87.66214,0,54,61,0.00,30.05,81,29.33
18169,2013-07-25,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",12, W GREENLEAF AVE,42.010412,-87.66214,0,52,60,0.00,30.05,81,29.39
18172,2013-07-25,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,0,54,61,0.00,30.05,81,29.33
18173,2013-07-25,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,0,52,60,0.00,30.05,81,29.39
18176,2013-07-25,"6000 West Montrose Avenue, Chicago, IL 60634, USA",60, W MONTROSE DR,41.960616,-87.777189,0,54,61,0.00,30.05,81,29.33
18177,2013-07-25,"6000 West Montrose Avenue, Chicago, IL 60634, USA",60, W MONTROSE DR,41.960616,-87.777189,0,52,60,0.00,30.05,81,29.39
18180,2013-07-25,"3300 West 104th Street, Chicago, IL 60655, USA",33, W 104TH ST,41.704336,-87.703736,0,54,61,0.00,30.05,81,29.33
18181,2013-07-25,"3300 West 104th Street, Chicago, IL 60655, USA",33, W 104TH ST,41.704336,-87.703736,0,52,60,0.00,30.05,81,29.39
18184,2013-07-25,"1700 North Pulaski Road, Chicago, IL 60639, USA",17, N PULASKI RD,41.911824,-87.726737,0,54,61,0.00,30.05,81,29.33
18185,2013-07-25,"1700 North Pulaski Road, Chicago, IL 60639, USA",17, N PULASKI RD,41.911824,-87.726737,0,52,60,0.00,30.05,81,29.39
18186,2013-07-25,"2200 West 51st Street, Chicago, IL 60609, USA",22, W 51ST ST,41.801179,-87.679447,0,54,61,0.00,30.05,81,29.33
18187,2013-07-25,"2200 West 51st Street, Chicago, IL 60609, USA",22, W 51ST ST,41.801179,-87.679447,0,52,60,0.00,30.05,81,29.39
18190,2013-07-25,"3500 West 51st Street, Chicago, IL 60632, USA",35, W 51ST ST,41.800737,-87.71188,0,54,61,0.00,30.05,81,29.33
18191,2013-07-25,"3500 West 51st Street, Chicago, IL 60632, USA",35, W 51ST ST,41.800737,-87.71188,0,52,60,0.00,30.05,81,29.39
18192,2013-07-25,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",52, W 63RD ST,41.778297,-87.752411,0,54,61,0.00,30.05,81,29.33
18193,2013-07-25,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",52, W 63RD ST,41.778297,-87.752411,0,52,60,0.00,30.05,81,29.39
18194,2013-07-25,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",67, S KEDZIE AVE,41.77166,-87.703047,0,54,61,0.00,30.05,81,29.33
18195,2013-07-25,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",67, S KEDZIE AVE,41.77166,-87.703047,0,52,60,0.00,30.05,81,29.39
18198,2013-07-25,"2200 West 69th Street, Chicago, IL 60636, USA",22, W 69TH ST,41.768388,-87.678649,0,54,61,0.00,30.05,81,29.33
18199,2013-07-25,"2200 West 69th Street, Chicago, IL 60636, USA",22, W 69TH ST,41.768388,-87.678649,0,52,60,0.00,30.05,81,29.39
18202,2013-07-25,"1000 East 67th Street, Chicago, IL 60637, USA",10, E 67TH ST,41.773215,-87.60088,0,54,61,0.00,30.05,81,29.33
18203,2013-07-25,"1000 East 67th Street, Chicago, IL 60637, USA",10, E 67TH ST,41.773215,-87.60088,0,52,60,0.00,30.05,81,29.39
18204,2013-07-25,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,41.822536,-87.666343,0,54,61,0.00,30.05,81,29.33
18205,2013-07-25,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,41.822536,-87.666343,0,52,60,0.00,30.05,81,29.39
18210,2013-07-25,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",64, S STONY ISLAND AVE,41.778748,-87.586427,0,54,61,0.00,30.05,81,29.33
18211,2013-07-25,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",64, S STONY ISLAND AVE,41.778748,-87.586427,0,52,60,0.00,30.05,81,29.39
18212,2013-07-25,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,1,54,61,0.00,30.05,81,29.33
18213,2013-07-25,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,1,52,60,0.00,30.05,81,29.39
18214,2013-07-25,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,41.754676,-87.612922,0,54,61,0.00,30.05,81,29.33
18215,2013-07-25,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,41.754676,-87.612922,0,52,60,0.00,30.05,81,29.39
18218,2013-07-25,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,41.803423,-87.642984,0,54,61,0.00,30.05,81,29.33
18219,2013-07-25,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,41.803423,-87.642984,0,52,60,0.00,30.05,81,29.39
18224,2013-07-25,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,0,54,61,0.00,30.05,81,29.33
18225,2013-07-25,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,0,52,60,0.00,30.05,81,29.39
18228,2013-07-25,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",52, S KOLMAR,41.798697,-87.736812,0,54,61,0.00,30.05,81,29.33
18229,2013-07-25,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",52, S KOLMAR,41.798697,-87.736812,0,52,60,0.00,30.05,81,29.39
18232,2013-07-25,"6300 West 64th Street, Chicago, IL 60638, USA",63, W 64TH ST,41.776156,-87.778927,0,54,61,0.00,30.05,81,29.33
18233,2013-07-25,"6300 West 64th Street, Chicago, IL 60638, USA",63, W 64TH ST,41.776156,-87.778927,0,52,60,0.00,30.05,81,29.39
18236,2013-07-25,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,41.82561,-87.726549,0,54,61,0.00,30.05,81,29.33
